Sample	Plate	Well	Experiment	Time	Treatment	Replicate	CellNumID	WellType	TimeTreatment	Unmapped	Uniquely_mapped	Multimapped	Unpaired_total	Mapping_rate	Total_reads	Uniquely_mapped_rate	Assigned	Assigned_rate_total	Assigned_rate_uniqmap	perc_protein_coding	nr_protein_coding	perc_lncRNA	nr_lncRNA	perc_rRNA	nr_rRNA	perc_mitochondrial	nr_mitochondrial	assigned_reads	ngenes	coverage_ngenes_th
C155_E10_Martello_Polo_Day4_E8_F_58	C155	E10	experiment_2	DAY4	E8	F	58	SC	Day4_E8	18855	260437	36590	315882	94.03	315882	82.45	9916	3.14	3.81	80.96	8028	8.39	832	5.02	498	5.2	516	9916	2257	1
C155_E11_Martello_Polo_Day4_E8_F_59	C155	E11	experiment_2	DAY4	E8	F	59	SC	Day4_E8	71434	359152	61904	492490	85.5	492490	72.93	27437	5.57	7.64	50.56	13873	7.86	2157	37.04	10164	38.51	10565	27437	2365	1
C155_E12_Martello_Polo_Day4_E8_F_60	C155	E12	experiment_2	DAY4	E8	F	60	SC	Day4_E8	56836	219601	32124	308561	81.58	308561	71.17	9065	2.94	4.13	64.26	5825	10.81	980	20.12	1824	20.65	1872	9065	1514	1
C155_E2_Martello_Polo_Day4_E8_F_50	C155	E2	experiment_2	DAY4	E8	F	50	SC	Day4_E8	211145	300777	60612	572534	63.12	572534	52.53	37700	6.58	12.53	34.56	13031	6.34	2389	55.9	21073	57.14	21541	37700	2050	1
C155_E3_Martello_Polo_Day4_E8_F_51	C155	E3	experiment_2	DAY4	E8	F	51	SC	Day4_E8	29527	228313	41099	298939	90.12	298939	76.37	23265	7.78	10.19	41.93	9756	4.85	1129	50.81	11822	51.21	11914	23265	2398	1
C155_E4_Martello_Polo_Day4_E8_F_52	C155	E4	experiment_2	DAY4	E8	F	52	SC	Day4_E8	801	13453	4393	18647	95.7	18647	72.15	1471	7.89	10.93	71.65	1054	7.27	107	16.93	249	17.81	262	1471	775	1
C155_E5_Martello_Polo_Day4_E8_F_53	C155	E5	experiment_2	DAY4	E8	F	53	SC	Day4_E8	13327	83699	15633	112659	88.17	112659	74.29	4862	4.32	5.81	67.4	3277	8	389	18.98	923	19.64	955	4862	1601	1
C155_E6_Martello_Polo_Day4_E8_F_54	C155	E6	experiment_2	DAY4	E8	F	54	SC	Day4_E8	1477	5827	1098	8402	82.42	8402	69.35	410	4.88	7.04	74.88	307	12.2	50	6.83	28	7.8	32	410	266	1
C155_E7_Martello_Polo_Day4_E8_F_55	C155	E7	experiment_2	DAY4	E8	F	55	SC	Day4_E8	9022	72583	16358	97963	90.79	97963	74.09	5445	5.56	7.5	68.63	3737	7.47	407	20.24	1102	20.73	1129	5445	1757	1
C155_E8_Martello_Polo_Day4_E8_F_56	C155	E8	experiment_2	DAY4	E8	F	56	SC	Day4_E8	10170	65908	14619	90697	88.79	90697	72.67	5240	5.78	7.95	69.66	3650	6.55	343	20.17	1057	21.11	1106	5240	1787	1
C155_E9_Martello_Polo_Day4_E8_F_57	C155	E9	experiment_2	DAY4	E8	F	57	SC	Day4_E8	18886	144187	30355	193428	90.24	193428	74.54	13481	6.97	9.35	49.93	6731	6.04	814	40.72	5489	41.37	5577	13481	2393	1
C155_F1_Martello_Polo_Day4_E8_F_61	C155	F1	experiment_2	DAY4	E8	F	61	SC	Day4_E8	74478	193422	34508	302408	75.37	302408	63.96	14674	4.85	7.59	47.64	6990	7.88	1156	41.51	6091	42.18	6190	14674	1632	1
C155_F10_Martello_Polo_Day4_E8_F_70	C155	F10	experiment_2	DAY4	E8	F	70	SC	Day4_E8	88939	438396	67817	595152	85.06	595152	73.66	38926	6.54	8.88	34.58	13459	4.94	1921	57.9	22539	58.55	22790	38926	2543	1
C155_F11_Martello_Polo_Day4_E8_F_71	C155	F11	experiment_2	DAY4	E8	F	71	SC	Day4_E8	406136	655105	136343	1197584	66.09	1197584	54.7	85871	7.17	13.11	42.21	36248	6.09	5231	48.2	41391	48.88	41972	85871	3214	1
C155_F12_Martello_Polo_Day4_E8_F_72	C155	F12	experiment_2	DAY4	E8	F	72	SC	Day4_E8	432341	677026	133900	1243267	65.23	1243267	54.46	25406	2.04	3.75	66.61	16923	24.53	6232	0.06	16	0.44	112	25406	2625	1
C155_F2_Martello_Polo_Day4_E8_F_62	C155	F2	experiment_2	DAY4	E8	F	62	SC	Day4_E8	38551	136371	24278	199200	80.65	199200	68.46	9179	4.61	6.73	50.22	4610	8.23	755	35.78	3284	36.5	3350	9179	1444	1
C155_F3_Martello_Polo_Day4_E8_F_63	C155	F3	experiment_2	DAY4	E8	F	63	SC	Day4_E8	26392	150870	23840	201102	86.88	201102	75.02	9925	4.94	6.58	57.4	5697	7.7	764	30.57	3034	31.45	3121	9925	1689	1
C155_F4_Martello_Polo_Day4_E8_F_64	C155	F4	experiment_2	DAY4	E8	F	64	SC	Day4_E8	17904	122041	27111	167056	89.28	167056	73.05	10558	6.32	8.65	64.27	6786	5.72	604	26.84	2834	27.88	2944	10558	2564	1
C155_F5_Martello_Polo_Day4_E8_F_65	C155	F5	experiment_2	DAY4	E8	F	65	SC	Day4_E8	21495	149925	38323	209743	89.75	209743	71.48	16718	7.97	11.15	52.23	8731	4.77	797	40.35	6745	41.03	6859	16718	3125	1
C155_F6_Martello_Polo_Day4_E8_F_66	C155	F6	experiment_2	DAY4	E8	F	66	SC	Day4_E8	13323	101262	13412	127997	89.59	127997	79.11	3137	2.45	3.1	77.91	2444	11.86	372	3.54	111	3.67	115	3137	938	1
C155_F7_Martello_Polo_Day4_E8_F_67	C155	F7	experiment_2	DAY4	E8	F	67	SC	Day4_E8	21025	127990	19733	168748	87.54	168748	75.85	6356	3.77	4.97	65.04	4134	9.38	596	20.93	1330	21.08	1340	6356	1474	1
C155_F8_Martello_Polo_Day4_E8_F_68	C155	F8	experiment_2	DAY4	E8	F	68	SC	Day4_E8	18011	137102	30380	185493	90.29	185493	73.91	12679	6.84	9.25	64.59	8190	5.6	710	26.29	3333	27.48	3484	12679	2844	1
C155_F9_Martello_Polo_Day4_E8_F_69	C155	F9	experiment_2	DAY4	E8	F	69	SC	Day4_E8	23022	205036	30157	258215	91.08	258215	79.41	8418	3.26	4.11	75.54	6359	8.77	738	10.3	867	10.63	895	8418	2046	1
C155_G1_Martello_Polo_Day4_E8_F_73	C155	G1	experiment_2	DAY4	E8	F	73	SC	Day4_E8	345567	415252	89401	850220	59.36	850220	48.84	26179	3.08	6.3	57.26	14989	12.02	3146	25.47	6669	26.4	6911	26179	2164	1
C155_G10_Martello_Polo_Day4_E8_F_82	C155	G10	experiment_2	DAY4	E8	F	82	SC	Day4_E8	253152	543759	92572	889483	71.54	889483	61.13	42850	4.82	7.88	48.96	20980	7.47	3201	38.2	16368	38.55	16517	42850	2729	1
C155_G11_Martello_Polo_Day4_E8_F_83	C155	G11	experiment_2	DAY4	E8	F	83	SC	Day4_E8	471238	571626	112540	1155404	59.21	1155404	49.47	41731	3.61	7.3	55.8	23285	11.29	4712	27.79	11597	28.26	11793	41731	2596	1
C155_G12_Martello_Polo_Day4_E8_F_84	C155	G12	experiment_2	DAY4	E8	F	84	SC	Day4_E8	1139742	479525	80938	1700205	32.96	1700205	28.2	29839	1.76	6.22	52.95	15801	13.87	4140	27.85	8311	28.58	8529	29839	2201	1
C155_G2_Martello_Polo_Day4_E8_F_74	C155	G2	experiment_2	DAY4	E8	F	74	SC	Day4_E8	285374	256937	45117	587428	51.42	587428	43.74	8354	1.42	3.25	69.92	5841	19.88	1661	0.01	1	0.41	34	8354	1429	1
C155_G3_Martello_Polo_Day4_E8_F_75	C155	G3	experiment_2	DAY4	E8	F	75	SC	Day4_E8	105141	238871	37613	381625	72.45	381625	62.59	14997	3.93	6.28	54.49	8172	8.88	1332	32.57	4884	33.21	4981	14997	2286	1
C155_G4_Martello_Polo_Day4_E8_F_76	C155	G4	experiment_2	DAY4	E8	F	76	SC	Day4_E8	185680	354572	62246	602498	69.18	602498	58.85	29361	4.87	8.28	50.66	14873	5.89	1729	38.24	11229	39.37	11559	29361	2539	1
C155_G5_Martello_Polo_Day4_E8_F_77	C155	G5	experiment_2	DAY4	E8	F	77	SC	Day4_E8	16608	141029	25196	182833	90.92	182833	77.14	13823	7.56	9.8	55.32	7647	6.4	884	35.34	4885	35.93	4967	13823	1809	1
C155_G6_Martello_Polo_Day4_E8_F_78	C155	G6	experiment_2	DAY4	E8	F	78	SC	Day4_E8	93383	200574	38333	332290	71.9	332290	60.36	6600	1.99	3.29	71.3	4706	19.64	1296	0.12	8	0.14	9	6600	1150	1
C155_G7_Martello_Polo_Day4_E8_F_79	C155	G7	experiment_2	DAY4	E8	F	79	SC	Day4_E8	48215	180985	30285	259485	81.42	259485	69.75	10017	3.86	5.53	63.06	6317	9.14	916	23.07	2311	23.87	2391	10017	1836	1
C155_G8_Martello_Polo_Day4_E8_F_80	C155	G8	experiment_2	DAY4	E8	F	80	SC	Day4_E8	21759	93956	15050	130765	83.36	130765	71.85	5088	3.89	5.42	54.66	2781	9.14	465	31.88	1622	32.49	1653	5088	1012	1
C155_G9_Martello_Polo_Day4_E8_F_81	C155	G9	experiment_2	DAY4	E8	F	81	SC	Day4_E8	73911	313791	55310	443012	83.32	443012	70.83	31027	7	9.89	40.24	12484	6.38	1980	49.62	15397	50.09	15542	31027	2499	1
C155_H1_Martello_Polo_Day4_E8_F_85	C155	H1	experiment_2	DAY4	E8	F	85	SC	Day4_E8	420005	193725	43346	657076	36.08	657076	29.48	13503	2.06	6.97	67.72	9144	14.54	1964	9.34	1261	11.13	1503	13503	1682	1
C155_H10_Martello_Polo_Day4_E8_F_94	C155	H10	experiment_2	DAY4	E8	F	94	SC	Day4_E8	27375	111228	16669	155272	82.37	155272	71.63	5197	3.35	4.67	69.1	3591	13.37	695	11.47	596	11.76	611	5197	1216	1
C155_H11_Martello_Polo_Day4_E8_F_95	C155	H11	experiment_2	DAY4	E8	F	95	SC	Day4_E8	8925	19958	2569	31452	71.62	31452	63.46	906	2.88	4.54	66.34	601	10.82	98	14.79	134	16.11	146	906	438	1
C155_H12_Martello_Polo_Day4_E8_F_96_MINIBULK	C155	H12	experiment_2	DAY4	E8	F	96	MINIBULK	Day4_E8	4	16	2	22	81.82	22	72.73	1	4.55	6.25	100	1	0	0	0	0	0	0	1	1	1
C155_H2_Martello_Polo_Day4_E8_F_86	C155	H2	experiment_2	DAY4	E8	F	86	SC	Day4_E8	158092	204322	49037	411451	61.58	411451	49.66	27811	6.76	13.61	31.69	8812	6.57	1827	59.4	16519	60.18	16737	27811	1560	1
C155_H3_Martello_Polo_Day4_E8_F_87	C155	H3	experiment_2	DAY4	E8	F	87	SC	Day4_E8	237686	219242	54304	511232	53.51	511232	42.89	23410	4.58	10.68	37.21	8712	7.44	1742	51.09	11960	52.24	12229	23410	1723	1
C155_H4_Martello_Polo_Day4_E8_F_88	C155	H4	experiment_2	DAY4	E8	F	88	SC	Day4_E8	13718	69774	10290	93782	85.37	93782	74.4	4100	4.37	5.88	49.54	2031	6.71	275	39.17	1606	39.51	1620	4100	992	1
C155_H5_Martello_Polo_Day4_E8_F_89	C155	H5	experiment_2	DAY4	E8	F	89	SC	Day4_E8	22663	93851	15818	132332	82.87	132332	70.92	5837	4.41	6.22	50.66	2957	8.82	515	36.37	2123	36.99	2159	5837	1087	1
C155_H6_Martello_Polo_Day4_E8_F_90	C155	H6	experiment_2	DAY4	E8	F	90	SC	Day4_E8	22612	77794	11822	112228	79.85	112228	69.32	2447	2.18	3.15	74.3	1818	18.14	444	0.04	1	0.08	2	2447	770	1
C155_H7_Martello_Polo_Day4_E8_F_91	C155	H7	experiment_2	DAY4	E8	F	91	SC	Day4_E8	34121	114841	18306	167268	79.6	167268	68.66	6141	3.67	5.35	54.54	3349	12.65	777	26.97	1656	27.21	1671	6141	1259	1
C155_H8_Martello_Polo_Day4_E8_F_92	C155	H8	experiment_2	DAY4	E8	F	92	SC	Day4_E8	14022	39868	6014	59904	76.59	59904	66.55	1820	3.04	4.57	67.2	1223	11.92	217	14.29	260	15.05	274	1820	756	1
C155_H9_Martello_Polo_Day4_E8_F_93	C155	H9	experiment_2	DAY4	E8	F	93	SC	Day4_E8	145381	192718	25009	363108	59.96	363108	53.07	11155	3.07	5.79	49.98	5575	13.03	1454	31.04	3462	31.49	3513	11155	2463	1
C187_A1_Martello_Polo_Day6_E8_D_1_EMPTY	C187	A1	experiment_2	DAY6	E8	D	1	EMPTY	Day6_E8	10829	28083	5414	44326	75.57	44326	63.36	1758	3.97	6.26	67.06	1179	17.52	308	1.08	19	1.25	22	1758	767	1
C187_A10_Martello_Polo_Day6_E8_D_10	C187	A10	experiment_2	DAY6	E8	D	10	SC	Day6_E8	1075	4442	624	6141	82.49	6141	72.33	265	4.32	5.97	74.72	198	10.94	29	7.92	21	12.08	32	265	184	1
C187_A11_Martello_Polo_Day6_E8_D_11	C187	A11	experiment_2	DAY6	E8	D	11	SC	Day6_E8	38220	180853	33661	252734	84.88	252734	71.56	37101	14.68	20.51	82.74	30699	5.32	1975	7.85	2913	10.63	3943	37101	2625	1
C187_A12_Martello_Polo_Day6_E8_D_12	C187	A12	experiment_2	DAY6	E8	D	12	SC	Day6_E8	7	60	40	107	93.46	107	56.07	29	27.1	48.33	62.07	18	0	0	37.93	11	41.38	12	29	19	1
C187_A2_Martello_Polo_Day6_E8_D_2	C187	A2	experiment_2	DAY6	E8	D	2	SC	Day6_E8	30917	60188	59993	151098	79.54	151098	39.83	31993	21.17	53.16	85.7	27417	3.45	1103	5.76	1844	10.64	3403	31993	5574	1
C187_A3_Martello_Polo_Day6_E8_D_3	C187	A3	experiment_2	DAY6	E8	D	3	SC	Day6_E8	7413	77125	38257	122795	93.96	122795	62.81	30596	24.92	39.67	82.43	25219	4.64	1421	10.03	3068	11.68	3575	30596	5758	1
C187_A4_Martello_Polo_Day6_E8_D_4	C187	A4	experiment_2	DAY6	E8	D	4	SC	Day6_E8	5821	71330	60050	137201	95.76	137201	51.99	35122	25.6	49.24	64.63	22698	3.52	1236	28.65	10061	32.48	11406	35122	5568	1
C187_A5_Martello_Polo_Day6_E8_D_5	C187	A5	experiment_2	DAY6	E8	D	5	SC	Day6_E8	5397	88608	74736	168741	96.8	168741	52.51	47921	28.4	54.08	58.81	28183	2.86	1371	35.79	17151	40.26	19291	47921	6301	1
C187_A6_Martello_Polo_Day6_E8_D_6	C187	A6	experiment_2	DAY6	E8	D	6	SC	Day6_E8	40410	84435	113711	238556	83.06	238556	35.39	23000	9.64	27.24	25.2	5795	8.22	1891	64.36	14803	65.06	14964	23000	1760	1
C187_A7_Martello_Polo_Day6_E8_D_7	C187	A7	experiment_2	DAY6	E8	D	7	SC	Day6_E8	17033	371824	126142	514999	96.69	514999	72.2	174197	33.82	46.85	84.52	147233	4.05	7058	7.54	13142	12.17	21206	174197	9065	1
C187_A8_Martello_Polo_Day6_E8_D_8	C187	A8	experiment_2	DAY6	E8	D	8	SC	Day6_E8	11753	133753	57643	203149	94.21	203149	65.84	51664	25.43	38.63	72.41	37411	4.32	2231	20.79	10740	24.69	12756	51664	6940	1
C187_A9_Martello_Polo_Day6_E8_D_9	C187	A9	experiment_2	DAY6	E8	D	9	SC	Day6_E8	7150	123463	96610	227223	96.85	227223	54.34	67116	29.54	54.36	63.76	42790	3.16	2121	29.79	19994	34.64	23251	67116	7181	1
C187_B1_Martello_Polo_Day6_E8_D_13	C187	B1	experiment_2	DAY6	E8	D	13	SC	Day6_E8	18980	290948	121587	431515	95.6	431515	67.42	200853	46.55	69.03	53.71	107887	1.69	3388	42.17	84709	48.1	96613	200853	8537	1
C187_B10_Martello_Polo_Day6_E8_D_22	C187	B10	experiment_2	DAY6	E8	D	22	SC	Day6_E8	18457	89322	159661	267440	93.1	267440	33.4	27809	10.4	31.13	27.56	7664	9.72	2703	58.46	16258	59.2	16463	27809	3091	1
C187_B11_Martello_Polo_Day6_E8_D_23	C187	B11	experiment_2	DAY6	E8	D	23	SC	Day6_E8	12175	134975	98007	245157	95.03	245157	55.06	68272	27.85	50.58	43.22	29504	3.3	2255	50.91	34760	52.46	35815	68272	6771	1
C187_B12_Martello_Polo_Day6_E8_D_24	C187	B12	experiment_2	DAY6	E8	D	24	SC	Day6_E8	15710	13383	9596	38689	59.39	38689	34.59	6331	16.36	47.31	60.57	3835	2.26	143	33.22	2103	36.65	2320	6331	2171	1
C187_B2_Martello_Polo_Day6_E8_D_14	C187	B2	experiment_2	DAY6	E8	D	14	SC	Day6_E8	4831	44492	28469	77792	93.79	77792	57.19	22523	28.95	50.62	43.18	9725	2.57	578	51.83	11673	56.65	12760	22523	3755	1
C187_B3_Martello_Polo_Day6_E8_D_15	C187	B3	experiment_2	DAY6	E8	D	15	SC	Day6_E8	29740	69489	46187	145416	79.55	145416	47.79	34500	23.73	49.65	46.15	15922	3.75	1293	47.77	16479	49.38	17035	34500	4837	1
C187_B4_Martello_Polo_Day6_E8_D_16	C187	B4	experiment_2	DAY6	E8	D	16	SC	Day6_E8	11949	96296	95907	204152	94.15	204152	47.17	44786	21.94	46.51	63.41	28401	4.29	1922	28.05	12563	30.39	13610	44786	6736	1
C187_B5_Martello_Polo_Day6_E8_D_17	C187	B5	experiment_2	DAY6	E8	D	17	SC	Day6_E8	16546	97053	189042	302641	94.53	302641	32.07	32008	10.58	32.98	17.32	5545	9.21	2949	70.09	22435	71.03	22734	32008	2491	1
C187_B6_Martello_Polo_Day6_E8_D_18	C187	B6	experiment_2	DAY6	E8	D	18	SC	Day6_E8	6103	86669	80721	173493	96.48	173493	49.96	41457	23.9	47.83	68.94	28579	4.47	1854	21.8	9038	23.72	9834	41457	6720	1
C187_B7_Martello_Polo_Day6_E8_D_19	C187	B7	experiment_2	DAY6	E8	D	19	SC	Day6_E8	7932	81065	72658	161655	95.09	161655	50.15	40132	24.83	49.51	57.65	23135	4.49	1802	33.89	13602	37.13	14902	40132	6308	1
C187_B8_Martello_Polo_Day6_E8_D_20	C187	B8	experiment_2	DAY6	E8	D	20	SC	Day6_E8	13030	157290	151298	321618	95.95	321618	48.91	86214	26.81	54.81	53.54	46156	3.17	2733	40.05	34529	42.69	36807	86214	7803	1
C187_B9_Martello_Polo_Day6_E8_D_21	C187	B9	experiment_2	DAY6	E8	D	21	SC	Day6_E8	30086	419519	164925	614530	95.1	614530	68.27	232261	37.79	55.36	66.32	154029	3.07	7142	27.69	64311	30.39	70576	232261	9135	1
C187_C1_Martello_Polo_Day6_E8_D_25	C187	C1	experiment_2	DAY6	E8	D	25	SC	Day6_E8	13248	164711	72744	250703	94.72	250703	65.7	102084	40.72	61.98	47.29	48278	1.94	1984	48.63	49647	51.11	52180	102084	6903	1
C187_C10_Martello_Polo_Day6_E8_D_34	C187	C10	experiment_2	DAY6	E8	D	34	SC	Day6_E8	12924	187886	167805	368615	96.49	368615	50.97	114439	31.05	60.91	47.72	54613	2.72	3115	46.85	53612	48.63	55650	114439	8682	1
C187_C11_Martello_Polo_Day6_E8_D_35	C187	C11	experiment_2	DAY6	E8	D	35	SC	Day6_E8	20847	251529	200459	472835	95.59	472835	53.2	134302	28.4	53.39	57.02	76573	3.28	4401	36.62	49181	38.59	51829	134302	9465	1
C187_C12_Martello_Polo_Day6_E8_D_36	C187	C12	experiment_2	DAY6	E8	D	36	SC	Day6_E8	37981	746557	341814	1126352	96.63	1126352	66.28	510727	45.34	68.41	40.75	208116	1.58	8069	56.01	286040	58.18	297149	510727	11566	1
C187_C2_Martello_Polo_Day6_E8_D_26	C187	C2	experiment_2	DAY6	E8	D	26	SC	Day6_E8	1862	19419	17474	38755	95.2	38755	50.11	10872	28.05	55.99	53.12	5775	3.15	342	40.31	4383	43.15	4691	10872	2797	1
C187_C3_Martello_Polo_Day6_E8_D_27	C187	C3	experiment_2	DAY6	E8	D	27	SC	Day6_E8	11724	85960	69758	167442	93	167442	51.34	39160	23.39	45.56	61.85	24222	4.15	1624	30.3	11867	32.69	12802	39160	6431	1
C187_C4_Martello_Polo_Day6_E8_D_28	C187	C4	experiment_2	DAY6	E8	D	28	SC	Day6_E8	9021	88296	83051	180368	95	180368	48.95	46357	25.7	52.5	57.12	26477	3.53	1638	35.92	16652	38.51	17854	46357	6466	1
C187_C5_Martello_Polo_Day6_E8_D_29	C187	C5	experiment_2	DAY6	E8	D	29	SC	Day6_E8	2239	59684	40133	102056	97.81	102056	58.48	28808	28.23	48.27	51.89	14949	3.23	931	41.51	11959	45.33	13060	28808	5139	1
C187_C6_Martello_Polo_Day6_E8_D_30	C187	C6	experiment_2	DAY6	E8	D	30	SC	Day6_E8	12406	62662	28766	103834	88.05	103834	60.35	23057	22.21	36.8	75.13	17323	2.98	687	16.07	3705	20.88	4815	23057	4934	1
C187_C7_Martello_Polo_Day6_E8_D_31	C187	C7	experiment_2	DAY6	E8	D	31	SC	Day6_E8	13134	94863	91592	199589	93.42	199589	47.53	46376	23.24	48.89	63.87	29620	4	1855	27.64	12818	30.27	14039	46376	6515	1
C187_C8_Martello_Polo_Day6_E8_D_32	C187	C8	experiment_2	DAY6	E8	D	32	SC	Day6_E8	12830	176048	167177	356055	96.4	356055	49.44	104751	29.42	59.5	52.45	54937	3.01	3149	41.5	43469	43.84	45926	104751	8456	1
C187_C9_Martello_Polo_Day6_E8_D_33	C187	C9	experiment_2	DAY6	E8	D	33	SC	Day6_E8	12704	140187	140120	293011	95.66	293011	47.84	73324	25.02	52.3	52.8	38716	3.74	2742	40.1	29400	42.88	31444	73324	7718	1
C187_D1_Martello_Polo_Day6_E8_D_37	C187	D1	experiment_2	DAY6	E8	D	37	SC	Day6_E8	5870	76727	50710	133307	95.6	133307	57.56	47701	35.78	62.17	44.82	21381	2.13	1017	50.79	24226	53.26	25406	47701	5671	1
C187_D10_Martello_Polo_Day6_E8_D_46	C187	D10	experiment_2	DAY6	E8	D	46	SC	Day6_E8	18638	149193	120877	288708	93.54	288708	51.68	66567	23.06	44.62	60.84	40502	3.93	2619	30.45	20268	32.71	21772	66567	8245	1
C187_D11_Martello_Polo_Day6_E8_D_47	C187	D11	experiment_2	DAY6	E8	D	47	SC	Day6_E8	17713	144447	120087	282247	93.72	282247	51.18	66033	23.4	45.71	58.69	38752	3.83	2530	33.56	22162	36.35	24001	66033	7974	1
C187_D12_Martello_Polo_Day6_E8_D_48	C187	D12	experiment_2	DAY6	E8	D	48	SC	Day6_E8	21487	236481	118658	376626	94.29	376626	62.79	136319	36.19	57.64	39.34	53632	2.22	3031	56.38	76854	58.6	79889	136319	8190	1
C187_D2_Martello_Polo_Day6_E8_D_38	C187	D2	experiment_2	DAY6	E8	D	38	SC	Day6_E8	4583	30110	20493	55186	91.7	55186	54.56	13141	23.81	43.64	62.42	8202	3.65	479	30.23	3972	32.67	4293	13141	3711	1
C187_D3_Martello_Polo_Day6_E8_D_39	C187	D3	experiment_2	DAY6	E8	D	39	SC	Day6_E8	11829	88147	53932	153908	92.31	153908	57.27	40872	26.56	46.37	48.3	19743	3.16	1291	45.38	18549	48.12	19669	40872	6127	1
C187_D4_Martello_Polo_Day6_E8_D_40	C187	D4	experiment_2	DAY6	E8	D	40	SC	Day6_E8	9633	85727	64623	159983	93.98	159983	53.59	42316	26.45	49.36	56.39	23864	3.53	1495	36.21	15321	39.91	16887	42316	6579	1
C187_D5_Martello_Polo_Day6_E8_D_41	C187	D5	experiment_2	DAY6	E8	D	41	SC	Day6_E8	9811	101757	93099	204667	95.21	204667	49.72	56246	27.48	55.27	51.4	28912	2.95	1659	42.25	23762	45.7	25702	56246	6728	1
C187_D6_Martello_Polo_Day6_E8_D_42	C187	D6	experiment_2	DAY6	E8	D	42	SC	Day6_E8	19101	125587	130735	275423	93.06	275423	45.6	54710	19.86	43.56	72.53	39680	5	2734	17.24	9433	19.11	10456	54710	7587	1
C187_D7_Martello_Polo_Day6_E8_D_43	C187	D7	experiment_2	DAY6	E8	D	43	SC	Day6_E8	10858	91562	87163	189583	94.27	189583	48.3	48002	25.32	52.43	51.47	24706	3.58	1720	40.95	19656	43.24	20756	48002	6308	1
C187_D8_Martello_Polo_Day6_E8_D_44	C187	D8	experiment_2	DAY6	E8	D	44	SC	Day6_E8	22969	159773	117810	300552	92.36	300552	53.16	83392	27.75	52.19	44.9	37439	2.77	2307	48.34	40315	52.25	43570	83392	7309	1
C187_D9_Martello_Polo_Day6_E8_D_45	C187	D9	experiment_2	DAY6	E8	D	45	SC	Day6_E8	19821	209049	237739	466609	95.75	466609	44.8	108293	23.21	51.8	56.56	61251	4.18	4532	35.44	38383	37.11	40186	108293	8582	1
C187_E1_Martello_Polo_Day6_E8_D_49	C187	E1	experiment_2	DAY6	E8	D	49	SC	Day6_E8	2548	18133	7671	28352	91.01	28352	63.96	6793	23.96	37.46	66.3	4504	3.96	269	26.56	1804	27.85	1892	6793	2356	1
C187_E10_Martello_Polo_Day6_E8_D_58	C187	E10	experiment_2	DAY6	E8	D	58	SC	Day6_E8	13015	160140	144626	317781	95.9	317781	50.39	88626	27.89	55.34	50.43	44698	3.15	2791	42.93	38046	45.89	40669	88626	8421	1
C187_E11_Martello_Polo_Day6_E8_D_59	C187	E11	experiment_2	DAY6	E8	D	59	SC	Day6_E8	39935	106110	65051	211096	81.08	211096	50.27	30818	14.6	29.04	70.64	21771	5.39	1661	15.9	4900	17.4	5361	30818	6027	1
C187_E12_Martello_Polo_Day6_E8_D_60	C187	E12	experiment_2	DAY6	E8	D	60	SC	Day6_E8	35249	359717	184640	579606	93.92	579606	62.06	223306	38.53	62.08	45.28	101121	2.14	4778	50.44	112629	52.34	116872	223306	9177	1
C187_E2_Martello_Polo_Day6_E8_D_50	C187	E2	experiment_2	DAY6	E8	D	50	SC	Day6_E8	10380	61235	47839	119454	91.31	119454	51.26	29451	24.65	48.1	57.38	16900	3.65	1075	34.9	10278	36.95	10883	29451	5678	1
C187_E3_Martello_Polo_Day6_E8_D_51	C187	E3	experiment_2	DAY6	E8	D	51	SC	Day6_E8	13205	104734	99855	217794	93.94	217794	48.09	48911	22.46	46.7	67.59	33060	4.42	2161	23.45	11469	25.63	12535	48911	7479	1
C187_E4_Martello_Polo_Day6_E8_D_52	C187	E4	experiment_2	DAY6	E8	D	52	SC	Day6_E8	9234	68536	58842	136612	93.24	136612	50.17	31298	22.91	45.67	58.82	18409	4.07	1273	33.14	10372	36.09	11294	31298	5976	1
C187_E5_Martello_Polo_Day6_E8_D_53	C187	E5	experiment_2	DAY6	E8	D	53	SC	Day6_E8	20107	138086	99838	258031	92.21	258031	53.52	65503	25.39	47.44	46.72	30604	3.35	2195	46.34	30354	49.66	32531	65503	7210	1
C187_E6_Martello_Polo_Day6_E8_D_54	C187	E6	experiment_2	DAY6	E8	D	54	SC	Day6_E8	35329	42355	26452	104136	66.07	104136	40.67	5597	5.37	13.21	57.3	3207	6.61	370	2.11	118	2.11	118	5597	1807	1
C187_E7_Martello_Polo_Day6_E8_D_55	C187	E7	experiment_2	DAY6	E8	D	55	SC	Day6_E8	21747	96265	77306	195318	88.87	195318	49.29	40707	20.84	42.29	57.06	23227	4.38	1785	33.6	13679	35.71	14535	40707	6449	1
C187_E8_Martello_Polo_Day6_E8_D_56	C187	E8	experiment_2	DAY6	E8	D	56	SC	Day6_E8	12148	88816	104177	205141	94.08	205141	43.3	37827	18.44	42.59	66.74	25246	5.51	2083	22.33	8448	24.66	9330	37827	6715	1
C187_E9_Martello_Polo_Day6_E8_D_57	C187	E9	experiment_2	DAY6	E8	D	57	SC	Day6_E8	23572	122739	242052	388363	93.93	388363	31.6	44255	11.4	36.06	17.41	7703	8.84	3913	70.19	31064	70.33	31123	44255	2836	1
